trip_id,timestamp,date,hour,day_of_week,is_weekend,is_peak_hour,zone,zone_tier,vehicle_type,weather,distance_km,duration_min,demand_score,surge_multiplier,base_fare_usd,final_fare_usd,operating_cost_usd,driver_earnings_usd,driver_net_usd,platform_commission,passenger_rating
T02539,2024-01-26T09:07:43Z,2024-01-26,14,Fri,FALSE,FALSE,Midtown,2,Non-EV,Stormy,7.54,20.4,42.5,1.98,12.82,25.38,2.11,23.27,18.19,5.08,4.2
T02540,2024-01-01T00:14:32Z,2024-01-01,5,Mon,FALSE,FALSE,Airport,1,Non-EV,Clear,15.25,51.4,39.3,1.72,25.93,44.59,4.27,40.32,31.4,8.92,4.3
T02541,2024-01-18T00:37:08Z,2024-01-18,6,Thu,FALSE,FALSE,Downtown,1,Non-EV,Clear,6.41,23.7,45.8,2.01,10.9,21.9,1.79,20.11,15.73,4.38,4.1
T02542,2024-01-05T09:12:29Z,2024-01-05,14,Fri,FALSE,FALSE,Airport,1,EV,Rainy,15.19,51.9,59.5,2.26,27.35,61.81,1.82,59.99,47.63,12.36,4.5
T02543,2024-01-14T12:09:31Z,2024-01-14,17,Sun,TRUE,TRUE,Airport,1,EV,Foggy,22.26,76.3,95.1,2.83,40.07,113.39,2.67,110.72,88.04,22.68,5
T02544,2024-01-19T16:02:53Z,2024-01-19,21,Fri,FALSE,FALSE,Downtown,1,Non-EV,Rainy,8.45,28.3,32.9,1.75,14.37,25.14,2.37,22.77,17.74,5.03,4
T02545,2024-01-08T23:20:59Z,2024-01-08,4,Tue,FALSE,FALSE,Downtown,1,Non-EV,Rainy,5.39,16.9,43.2,1.98,9.15,18.13,1.51,16.62,12.99,3.63,5
T02546,2024-01-03T22:47:19Z,2024-01-03,4,Thu,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,10.76,35.1,15.1,1.42,18.29,25.97,3.01,22.96,17.77,5.19,3.9
T02547,2024-01-03T16:41:21Z,2024-01-03,22,Wed,FALSE,FALSE,Suburb_North,3,EV,Clear,8.16,26.6,26,1.53,14.68,22.46,0.98,21.48,16.99,4.49,4.4
T02548,2024-01-29T17:17:08Z,2024-01-29,22,Mon,FALSE,FALSE,Midtown,2,EV,Stormy,8.97,25.2,22.6,1.32,16.14,21.31,1.08,20.23,15.97,4.26,4
T02549,2024-01-01T12:31:36Z,2024-01-01,18,Mon,FALSE,TRUE,Midtown,2,Non-EV,Rainy,4.81,21,56,2.14,8.18,17.5,1.35,16.15,12.65,3.5,5
T02550,2024-01-27T16:05:19Z,2024-01-27,21,Sat,TRUE,FALSE,Suburb_North,3,EV,Rainy,5.13,26,14.9,1.24,9.23,11.45,0.62,10.83,8.54,2.29,4.7
T02551,2024-01-18T07:20:15Z,2024-01-18,12,Thu,FALSE,FALSE,Downtown,1,Non-EV,Stormy,3.32,7.8,67.5,2.36,5.64,13.31,0.93,12.38,9.72,2.66,4
T02552,2024-01-20T15:31:18Z,2024-01-20,21,Sat,TRUE,FALSE,Suburb_North,3,Non-EV,Stormy,10.68,30.7,44.8,1.88,18.16,34.15,2.99,31.16,24.33,6.83,4.4
T02553,2024-01-16T01:46:35Z,2024-01-16,7,Tue,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,10.39,37.1,38.1,1.76,17.66,31.08,2.91,28.17,21.95,6.22,4.2
T02554,2024-01-08T04:28:22Z,2024-01-08,9,Mon,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,5.86,23.6,34.9,1.82,9.96,18.12,1.64,16.48,12.86,3.62,4.5
T02555,2024-01-28T04:29:28Z,2024-01-28,9,Sun,TRUE,TRUE,Downtown,1,Non-EV,Clear,7.78,22.9,86.9,2.95,13.23,39.03,2.18,36.85,29.04,7.81,4.3
T02556,2024-01-17T22:33:18Z,2024-01-17,4,Thu,FALSE,FALSE,Downtown,1,Non-EV,Stormy,4.74,15.4,53.1,2.09,8.07,16.86,1.33,15.53,12.16,3.37,4
T02557,2024-01-19T04:56:49Z,2024-01-19,10,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,4.11,9.4,54.1,2.18,6.99,15.24,1.15,14.09,11.04,3.05,4.3
T02558,2024-01-16T19:44:58Z,2024-01-16,1,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Foggy,12.19,42.7,11.9,1.42,20.73,29.43,3.41,26.02,20.13,5.89,4.1
T02559,2024-01-24T09:22:58Z,2024-01-24,14,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,23.74,81.1,46.2,1.94,40.35,78.28,6.65,71.63,55.97,15.66,4.5
T02560,2024-01-23T17:01:47Z,2024-01-23,22,Tue,FALSE,FALSE,Suburb_South,3,EV,Foggy,10,31.4,18.4,1.47,18,26.47,1.2,25.27,19.98,5.29,4.9
T02561,2024-01-16T06:16:09Z,2024-01-16,11,Tue,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,4.83,10.9,27.3,1.75,8.21,14.36,1.35,13.01,10.14,2.87,4
T02562,2024-01-09T21:10:26Z,2024-01-09,2,Wed,FALSE,FALSE,Airport,1,EV,Rainy,19.91,61.1,39,1.91,35.83,68.43,2.39,66.04,52.35,13.69,4
T02563,2024-01-06T23:14:30Z,2024-01-06,4,Sun,TRUE,FALSE,Airport,1,EV,Clear,16.46,46.4,47.3,2.15,29.62,63.69,1.97,61.72,48.98,12.74,3.4
T02564,2024-01-14T00:57:17Z,2024-01-14,6,Sun,TRUE,FALSE,Airport,1,EV,Clear,18.51,63.2,47.5,1.87,33.33,62.32,2.22,60.1,47.64,12.46,4.9
T02565,2024-01-19T04:32:49Z,2024-01-19,10,Fri,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,6.14,12.1,15.2,1.31,10.43,13.67,1.72,11.95,9.22,2.73,4.1
T02566,2024-01-20T07:48:33Z,2024-01-20,13,Sat,TRUE,FALSE,Airport,1,Non-EV,Stormy,19.52,63.3,59.9,2.14,33.18,71,5.46,65.54,51.34,14.2,4.1
T02567,2024-01-19T18:15:13Z,2024-01-19,23,Fri,FALSE,FALSE,Downtown,1,EV,Foggy,7,27.1,34.3,1.46,12.6,18.4,0.84,17.56,13.88,3.68,5
T02568,2024-01-22T09:54:58Z,2024-01-22,15,Mon,FALSE,FALSE,Downtown,1,EV,Clear,5.09,15,42.4,1.95,9.17,17.87,0.61,17.26,13.69,3.57,4
T02569,2024-01-06T23:26:00Z,2024-01-06,4,Sun,TRUE,FALSE,Midtown,2,Non-EV,Rainy,10.56,28.8,32.4,1.61,17.94,28.89,2.96,25.93,20.15,5.78,3.7
T02570,2024-01-12T09:21:12Z,2024-01-12,14,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,1,3,51,2.1,1.7,3.57,0.28,3.29,2.58,0.71,4.7
T02571,2024-01-15T10:14:35Z,2024-01-15,15,Mon,FALSE,FALSE,Suburb_North,3,EV,Clear,9.42,26.8,3.9,1.25,16.95,21.19,1.13,20.06,15.82,4.24,4.7
T02572,2024-01-10T01:40:34Z,2024-01-10,7,Wed,FALSE,TRUE,Downtown,1,Non-EV,Clear,3.5,10.8,79.5,2.55,5.96,15.19,0.98,14.21,11.17,3.04,4.1
T02573,2024-01-30T02:08:59Z,2024-01-30,7,Tue,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,13.71,50.9,42.6,1.77,23.31,41.27,3.84,37.43,29.18,8.25,3.6
T02574,2024-01-25T10:33:43Z,2024-01-25,16,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,8.34,33.6,14.9,1.23,14.19,17.45,2.34,15.11,11.62,3.49,4.7
T02575,2024-01-04T15:39:46Z,2024-01-04,21,Thu,FALSE,FALSE,Suburb_North,3,EV,Clear,9.91,26.9,15.2,1.09,17.84,19.44,1.19,18.25,14.36,3.89,4.8
T02576,2024-01-14T21:49:46Z,2024-01-14,3,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Foggy,7.98,27,26.6,1.67,13.56,22.65,2.23,20.42,15.89,4.53,3.9
T02577,2024-01-28T15:44:58Z,2024-01-28,21,Sun,TRUE,FALSE,Airport,1,Non-EV,Clear,13.99,38.6,51.8,1.94,23.78,46.14,3.92,42.22,32.99,9.23,5
T02578,2024-01-05T03:14:57Z,2024-01-05,8,Fri,FALSE,TRUE,Suburb_North,3,EV,Clear,10.39,39.2,49.8,1.97,18.7,36.84,1.25,35.59,28.22,7.37,4.4
T02579,2024-01-13T01:49:59Z,2024-01-13,7,Sat,TRUE,TRUE,Suburb_North,3,EV,Clear,7.29,36.6,59.3,2.16,13.11,28.33,0.87,27.46,21.79,5.67,4
T02580,2024-01-03T05:37:50Z,2024-01-03,11,Wed,FALSE,FALSE,Downtown,1,EV,Clear,3.33,6,47.7,1.93,5.99,11.56,0.4,11.16,8.85,2.31,3.8
T02581,2024-01-28T16:43:37Z,2024-01-28,22,Sun,TRUE,FALSE,Midtown,2,EV,Foggy,11.1,37.3,29.5,1.61,19.98,32.16,1.33,30.83,24.4,6.43,4.7
T02582,2024-01-25T07:42:26Z,2024-01-25,13,Thu,FALSE,FALSE,Downtown,1,Non-EV,Clear,2.48,9.2,51.1,1.81,4.22,7.63,0.69,6.94,5.41,1.53,4.2
T02583,2024-01-06T18:12:41Z,2024-01-06,23,Sat,TRUE,FALSE,Downtown,1,Non-EV,Clear,5.39,11,53.9,2.06,9.16,18.87,1.51,17.36,13.59,3.77,4.2
T02584,2024-01-19T13:41:33Z,2024-01-19,19,Fri,FALSE,TRUE,Downtown,1,EV,Clear,4.19,24.3,64.6,2.13,7.54,16.06,0.5,15.56,12.35,3.21,4.6
T02585,2024-01-14T23:29:59Z,2024-01-14,4,Mon,FALSE,FALSE,Downtown,1,EV,Clear,4.65,17.8,49.7,1.93,8.37,16.15,0.56,15.59,12.36,3.23,4
T02586,2024-01-19T18:46:08Z,2024-01-19,0,Sat,TRUE,FALSE,Downtown,1,EV,Rainy,9.12,26,59.7,2.19,16.42,35.95,1.09,34.86,27.67,7.19,4.2
T02587,2024-01-19T10:28:31Z,2024-01-19,15,Fri,FALSE,FALSE,Midtown,2,Non-EV,Foggy,5.5,14.2,27.8,1.57,9.35,14.69,1.54,13.15,10.21,2.94,4.3
T02588,2024-01-27T10:32:26Z,2024-01-27,16,Sat,TRUE,FALSE,Airport,1,Non-EV,Clear,17.66,55.2,59.5,2.21,30.02,66.35,4.94,61.41,48.14,13.27,4.9
T02589,2024-01-14T10:13:40Z,2024-01-14,15,Sun,TRUE,FALSE,Airport,1,EV,Rainy,22.41,71,44.7,1.85,40.33,74.61,2.69,71.92,57,14.92,4.9
T02590,2024-01-28T01:13:59Z,2024-01-28,6,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,7.53,23.6,53.3,2.07,12.8,26.49,2.11,24.38,19.08,5.3,4.9
T02591,2024-01-23T02:52:36Z,2024-01-23,8,Tue,FALSE,TRUE,Downtown,1,EV,Clear,5.23,22.2,78.7,2.48,9.42,23.36,0.63,22.73,18.06,4.67,4.1
T02592,2024-01-23T12:20:01Z,2024-01-23,17,Tue,FALSE,TRUE,Downtown,1,Non-EV,Clear,5.44,24.6,76.9,2.44,9.25,22.58,1.52,21.06,16.54,4.52,2.7
T02593,2024-01-13T18:47:32Z,2024-01-13,0,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,6.26,18.5,52.6,2,10.63,21.27,1.75,19.52,15.27,4.25,4.4
T02594,2024-01-01T19:42:52Z,2024-01-01,1,Tue,FALSE,FALSE,Suburb_North,3,EV,Clear,10.96,37.2,23.3,1.49,19.73,29.4,1.32,28.08,22.2,5.88,4.2
T02595,2024-01-27T08:53:01Z,2024-01-27,14,Sat,TRUE,FALSE,Airport,1,Non-EV,Clear,21.46,63.9,42.2,1.89,36.48,68.94,6.01,62.93,49.14,13.79,3.8
T02596,2024-01-10T23:07:15Z,2024-01-10,4,Thu,FALSE,FALSE,Suburb_North,3,Non-EV,Foggy,7.94,25.4,13,1.32,13.5,17.82,2.22,15.6,12.04,3.56,5
T02597,2024-01-17T19:12:53Z,2024-01-17,0,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,8.66,28.1,8.8,1.21,14.72,17.81,2.42,15.39,11.83,3.56,4.8
T02598,2024-01-01T21:33:44Z,2024-01-01,3,Tue,FALSE,FALSE,Downtown,1,EV,Rainy,1,9.3,59.4,2.17,1.8,3.91,0.12,3.79,3.01,0.78,4.1
T02599,2024-01-23T10:34:37Z,2024-01-23,16,Tue,FALSE,FALSE,Suburb_North,3,EV,Rainy,12.25,41.4,22.4,1.37,22.05,30.2,1.47,28.73,22.69,6.04,4.3
T02600,2024-01-26T23:55:54Z,2024-01-26,5,Sat,TRUE,FALSE,Suburb_South,3,Non-EV,Clear,9.77,24.6,20.5,1.59,16.61,26.42,2.74,23.68,18.4,5.28,4.3
T02601,2024-01-04T07:23:18Z,2024-01-04,12,Thu,FALSE,FALSE,Airport,1,EV,Clear,11.35,37.2,44,1.91,20.42,39.01,1.36,37.65,29.85,7.8,4.4
T02602,2024-01-08T04:01:35Z,2024-01-08,9,Mon,FALSE,TRUE,Airport,1,EV,Clear,19.94,72.1,57.7,2.21,35.89,79.33,2.39,76.94,61.07,15.87,5
T02603,2024-01-08T10:12:13Z,2024-01-08,15,Mon,FALSE,FALSE,Airport,1,Non-EV,Clear,20.34,65.5,54.3,2.1,34.57,72.6,5.69,66.91,52.39,14.52,4.6
T02604,2024-01-01T00:25:35Z,2024-01-01,5,Mon,FALSE,FALSE,Airport,1,Non-EV,Clear,19.26,61.2,44.7,2.02,32.75,66.15,5.39,60.76,47.53,13.23,5
T02605,2024-01-26T15:09:53Z,2024-01-26,20,Fri,FALSE,TRUE,Downtown,1,EV,Clear,7.13,23.3,86.1,2.69,12.84,34.53,0.86,33.67,26.76,6.91,4.7
T02606,2024-01-13T02:28:28Z,2024-01-13,7,Sat,TRUE,TRUE,Airport,1,Non-EV,Stormy,18.67,66.2,83,2.62,31.74,83.16,5.23,77.93,61.3,16.63,4.5
T02607,2024-01-21T14:34:29Z,2024-01-21,20,Sun,TRUE,TRUE,Downtown,1,EV,Foggy,3.87,17.7,88.8,2.79,6.96,19.42,0.46,18.96,15.08,3.88,4
T02608,2024-01-10T08:13:38Z,2024-01-10,13,Wed,FALSE,FALSE,Airport,1,EV,Rainy,16.62,63.2,46.2,1.92,29.92,57.45,1.99,55.46,43.97,11.49,4.1
T02609,2024-01-14T03:34:55Z,2024-01-14,9,Sun,TRUE,TRUE,Suburb_North,3,EV,Clear,4.86,22.3,60,2.45,8.74,21.42,0.58,20.84,16.56,4.28,4
T02610,2024-01-24T23:56:30Z,2024-01-24,5,Thu,FALSE,FALSE,Airport,1,EV,Clear,18.54,58.6,45.5,1.83,33.37,61.07,2.22,58.85,46.64,12.21,4.9
T02611,2024-01-14T11:18:53Z,2024-01-14,16,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,2.29,13.8,49.3,1.93,3.9,7.52,0.64,6.88,5.38,1.5,4.2
T02612,2024-01-10T22:41:40Z,2024-01-10,4,Thu,FALSE,FALSE,Downtown,1,EV,Rainy,3.8,10,58.7,2.38,6.83,16.26,0.46,15.8,12.55,3.25,3.5
T02613,2024-01-24T00:23:18Z,2024-01-24,5,Wed,FALSE,FALSE,Suburb_North,3,EV,Foggy,6.27,16.3,7.6,1.25,11.28,14.11,0.75,13.36,10.54,2.82,4.4
T02614,2024-01-30T01:11:00Z,2024-01-30,6,Tue,FALSE,FALSE,Airport,1,EV,Stormy,22.66,75.2,46.1,2.06,40.78,84.02,2.72,81.3,64.5,16.8,3.7
T02615,2024-01-13T02:44:43Z,2024-01-13,8,Sat,TRUE,TRUE,Airport,1,Non-EV,Clear,14.89,51.1,88.7,2.8,25.31,70.87,4.17,66.7,52.53,14.17,4.8
T02616,2024-01-21T02:10:45Z,2024-01-21,7,Sun,TRUE,TRUE,Airport,1,Non-EV,Clear,22.36,87.1,79.7,2.74,38.01,104.15,6.26,97.89,77.06,20.83,3.7
T02617,2024-01-16T16:00:34Z,2024-01-16,21,Tue,FALSE,FALSE,Suburb_North,3,Non-EV,Rainy,9.27,24.4,12.7,1.37,15.75,21.58,2.59,18.99,14.67,4.32,4.1
T02618,2024-01-04T15:03:34Z,2024-01-04,20,Thu,FALSE,TRUE,Suburb_South,3,EV,Rainy,10.8,40.7,54.5,2.15,19.43,41.78,1.3,40.48,32.12,8.36,4.2
T02619,2024-01-02T06:25:05Z,2024-01-02,11,Tue,FALSE,FALSE,Midtown,2,EV,Rainy,4.44,15.6,37.5,1.87,8,14.96,0.53,14.43,11.44,2.99,5
T02620,2024-01-01T21:17:08Z,2024-01-01,2,Tue,FALSE,FALSE,Downtown,1,Non-EV,Stormy,4.33,12.6,54.1,2.11,7.35,15.52,1.21,14.31,11.21,3.1,4.5
T02621,2024-01-29T15:07:03Z,2024-01-29,20,Mon,FALSE,TRUE,Midtown,2,EV,Stormy,4.59,19.2,73.5,2.47,8.27,20.42,0.55,19.87,15.79,4.08,4.6
T02622,2024-01-11T04:23:34Z,2024-01-11,9,Thu,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,4.36,23,44.5,1.75,7.41,12.96,1.22,11.74,9.15,2.59,3.8
T02623,2024-01-24T02:46:09Z,2024-01-24,8,Wed,FALSE,TRUE,Airport,1,Non-EV,Rainy,20.78,75.6,69.6,2.48,35.32,87.6,5.82,81.78,64.26,17.52,4.7
T02624,2024-01-07T10:06:28Z,2024-01-07,15,Sun,TRUE,FALSE,Airport,1,Non-EV,Foggy,22.71,75.9,53,2.08,38.61,80.31,6.36,73.95,57.89,16.06,4.2
T02625,2024-01-24T16:36:39Z,2024-01-24,22,Wed,FALSE,FALSE,Downtown,1,EV,Clear,1.78,3,46.3,1.93,3.21,6.19,0.21,5.98,4.74,1.24,3.8
T02626,2024-01-11T07:54:26Z,2024-01-11,13,Thu,FALSE,FALSE,Airport,1,EV,Clear,18.71,57.5,39.8,1.83,33.69,61.65,2.25,59.4,47.07,12.33,4.8
T02627,2024-01-01T14:55:09Z,2024-01-01,20,Mon,FALSE,TRUE,Midtown,2,Non-EV,Clear,4.17,19.7,57,2.05,7.1,14.55,1.17,13.38,10.47,2.91,3.9
T02628,2024-01-20T02:18:47Z,2024-01-20,7,Sat,TRUE,TRUE,Suburb_North,3,EV,Rainy,8.23,27.7,60.8,2.14,14.82,31.72,0.99,30.73,24.39,6.34,4.9
T02629,2024-01-15T12:30:54Z,2024-01-15,18,Mon,FALSE,TRUE,Suburb_North,3,EV,Foggy,8.04,30.4,38.1,1.81,14.47,26.18,0.96,25.22,19.98,5.24,5
T02630,2024-01-08T18:03:58Z,2024-01-08,23,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Foggy,9.32,29.8,10.5,1.19,15.85,18.86,2.61,16.25,12.48,3.77,5
T02631,2024-01-11T00:13:53Z,2024-01-11,5,Thu,FALSE,FALSE,Downtown,1,EV,Rainy,4.68,8.7,47.5,2.02,8.42,17,0.56,16.44,13.04,3.4,3.9
T02632,2024-01-02T20:05:20Z,2024-01-02,1,Wed,FALSE,FALSE,Downtown,1,EV,Rainy,4.91,16.8,56.8,2.13,8.83,18.82,0.59,18.23,14.47,3.76,3.8
T02633,2024-01-03T07:13:57Z,2024-01-03,12,Wed,FALSE,FALSE,Midtown,2,Non-EV,Clear,5.61,19,19.5,1.33,9.53,12.68,1.57,11.11,8.57,2.54,4.2
T02634,2024-01-29T04:34:05Z,2024-01-29,10,Mon,FALSE,FALSE,Midtown,2,Non-EV,Clear,7.34,19.2,10.1,1.22,12.48,15.22,2.06,13.16,10.12,3.04,4.4
T02635,2024-01-23T18:23:36Z,2024-01-23,23,Tue,FALSE,FALSE,Midtown,2,EV,Rainy,6.13,17.4,42.9,1.99,11.03,21.95,0.74,21.21,16.82,4.39,4.5
T02636,2024-01-29T12:55:46Z,2024-01-29,18,Mon,FALSE,TRUE,Airport,1,Non-EV,Clear,18.71,62.2,66.9,2.4,31.8,76.32,5.24,71.08,55.82,15.26,5
T02637,2024-01-27T12:19:27Z,2024-01-27,17,Sat,TRUE,TRUE,Downtown,1,Non-EV,Foggy,10.23,37.7,82.3,2.8,17.39,48.7,2.86,45.84,36.1,9.74,5
T02638,2024-01-30T12:36:18Z,2024-01-30,18,Tue,FALSE,TRUE,Downtown,1,Non-EV,Clear,4.12,26.2,72.6,2.58,7,18.06,1.15,16.91,13.3,3.61,4.6
T02639,2024-01-09T11:20:21Z,2024-01-09,16,Tue,FALSE,FALSE,Suburb_South,3,EV,Clear,7.58,18.1,10,1.21,13.65,16.51,0.91,15.6,12.3,3.3,4
T02640,2024-01-24T05:28:52Z,2024-01-24,10,Wed,FALSE,FALSE,Airport,1,EV,Rainy,17.65,58.7,42.2,1.8,31.77,57.19,2.12,55.07,43.63,11.44,5
T02641,2024-01-13T01:14:22Z,2024-01-13,6,Sat,TRUE,FALSE,Downtown,1,EV,Rainy,1.91,13.9,44.2,1.78,3.44,6.12,0.23,5.89,4.67,1.22,4.6
T02642,2024-01-12T01:47:25Z,2024-01-12,7,Fri,FALSE,TRUE,Downtown,1,EV,Clear,7.92,25.9,71,2.44,14.25,34.78,0.95,33.83,26.87,6.96,3.8
T02643,2024-01-29T11:10:52Z,2024-01-29,16,Mon,FALSE,FALSE,Midtown,2,Non-EV,Clear,5.97,22.9,19.7,1.42,10.14,14.4,1.67,12.73,9.85,2.88,3.9
T02644,2024-01-15T22:32:00Z,2024-01-15,4,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,5.62,23.4,42,1.81,9.55,17.29,1.57,15.72,12.26,3.46,4.9
T02645,2024-01-02T06:08:00Z,2024-01-02,11,Tue,FALSE,FALSE,Airport,1,Non-EV,Rainy,17.91,64.2,54.7,2.04,30.45,62.11,5.01,57.1,44.68,12.42,2.5
T02646,2024-01-04T17:56:09Z,2024-01-04,23,Thu,FALSE,FALSE,Midtown,2,EV,Clear,5.11,17.9,13.4,1.22,9.2,11.23,0.61,10.62,8.37,2.25,4.2
T02647,2024-01-23T22:04:20Z,2024-01-23,3,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Rainy,7.82,19.3,19.4,1.43,13.29,19,2.19,16.81,13.01,3.8,3.7
T02648,2024-01-25T08:00:57Z,2024-01-25,13,Thu,FALSE,FALSE,Midtown,2,EV,Foggy,4.63,15.2,19.6,1.3,8.34,10.84,0.56,10.28,8.11,2.17,4.5
T02649,2024-01-12T01:45:41Z,2024-01-12,7,Fri,FALSE,TRUE,Downtown,1,EV,Clear,9.53,38,70.1,2.24,17.15,38.42,1.14,37.28,29.6,7.68,4.1
T02650,2024-01-02T01:41:26Z,2024-01-02,7,Tue,FALSE,TRUE,Airport,1,Non-EV,Clear,15.46,51.4,65.1,2.29,26.28,60.19,4.33,55.86,43.82,12.04,4
T02651,2024-01-14T09:27:05Z,2024-01-14,14,Sun,TRUE,FALSE,Airport,1,EV,Clear,20.28,67.3,50.9,1.9,36.51,69.37,2.43,66.94,53.07,13.87,4.2
T02652,2024-01-03T15:31:08Z,2024-01-03,21,Wed,FALSE,FALSE,Midtown,2,Non-EV,Clear,5.66,20.5,18.5,1.25,9.62,12.03,1.58,10.45,8.04,2.41,4.5
T02653,2024-01-08T21:20:16Z,2024-01-08,2,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,1,5.8,56.1,2.18,1.7,3.71,0.28,3.43,2.69,0.74,5
T02654,2024-01-28T19:04:11Z,2024-01-28,0,Mon,FALSE,FALSE,Suburb_South,3,EV,Clear,9.84,30.6,12.7,1.2,17.71,21.25,1.18,20.07,15.82,4.25,3.4
T02655,2024-01-26T16:18:03Z,2024-01-26,21,Fri,FALSE,FALSE,Suburb_North,3,EV,Clear,9.02,25.4,0,1.03,16.24,16.72,1.08,15.64,12.3,3.34,4.2
T02656,2024-01-30T17:52:38Z,2024-01-30,23,Tue,FALSE,FALSE,Suburb_North,3,EV,Clear,6.67,26.2,0,1,12.01,12.01,0.8,11.21,8.81,2.4,4.8
T02657,2024-01-04T15:58:54Z,2024-01-04,21,Thu,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,9.04,27.8,25.9,1.54,15.37,23.67,2.53,21.14,16.41,4.73,4.8
T02658,2024-01-17T03:06:31Z,2024-01-17,8,Wed,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,9.98,33.8,46.7,1.97,16.97,33.43,2.8,30.63,23.94,6.69,3.4
T02659,2024-01-25T17:37:55Z,2024-01-25,23,Thu,FALSE,FALSE,Midtown,2,Non-EV,Clear,8.65,26.9,17.9,1.25,14.71,18.39,2.42,15.97,12.29,3.68,4.7
T02660,2024-01-29T19:45:14Z,2024-01-29,1,Tue,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,5.96,18.8,8.1,1.08,10.14,10.95,1.67,9.28,7.09,2.19,4.3
T02661,2024-01-28T09:02:55Z,2024-01-28,14,Sun,TRUE,FALSE,Suburb_North,3,Non-EV,Clear,9.29,29.9,28.5,1.39,15.8,21.96,2.6,19.36,14.97,4.39,4.2
T02662,2024-01-05T11:33:32Z,2024-01-05,17,Fri,FALSE,TRUE,Airport,1,EV,Rainy,16.48,60.8,73.7,2.69,29.67,79.8,1.98,77.82,61.86,15.96,4.2
T02663,2024-01-02T06:44:18Z,2024-01-02,12,Tue,FALSE,FALSE,Airport,1,Non-EV,Rainy,16.25,46.1,55,2.02,27.62,55.8,4.55,51.25,40.09,11.16,4.2
T02664,2024-01-25T17:48:17Z,2024-01-25,23,Thu,FALSE,FALSE,Suburb_North,3,Non-EV,Foggy,8.94,26.4,8,1.15,15.2,17.48,2.5,14.98,11.48,3.5,2.8
T02665,2024-01-04T16:01:18Z,2024-01-04,21,Thu,FALSE,FALSE,Airport,1,Non-EV,Clear,20.83,72.7,32.6,1.76,35.41,62.32,5.83,56.49,44.03,12.46,4.3
T02666,2024-01-12T06:41:29Z,2024-01-12,12,Fri,FALSE,FALSE,Airport,1,EV,Stormy,16.03,58.9,48,1.97,28.86,56.85,1.92,54.93,43.56,11.37,5
T02667,2024-01-22T11:00:14Z,2024-01-22,16,Mon,FALSE,FALSE,Suburb_South,3,EV,Clear,7.82,25.5,18.3,1.25,14.07,17.59,0.94,16.65,13.13,3.52,4.2
T02668,2024-01-02T12:22:02Z,2024-01-02,17,Tue,FALSE,TRUE,Downtown,1,Non-EV,Clear,5.73,21.7,76.4,2.56,9.75,24.95,1.61,23.34,18.35,4.99,3.4
T02669,2024-01-05T20:30:35Z,2024-01-05,2,Sat,TRUE,FALSE,Midtown,2,Non-EV,Foggy,3.45,5.9,40.8,1.91,5.87,11.21,0.97,10.24,8,2.24,4.5
T02670,2024-01-12T05:35:24Z,2024-01-12,11,Fri,FALSE,FALSE,Downtown,1,EV,Foggy,2.73,10.8,38.8,1.61,4.91,7.9,0.33,7.57,5.99,1.58,4.5
T02671,2024-01-08T02:37:25Z,2024-01-08,8,Mon,FALSE,TRUE,Airport,1,Non-EV,Clear,19.5,68.8,80.9,2.68,33.15,88.85,5.46,83.39,65.62,17.77,5
T02672,2024-01-13T06:42:02Z,2024-01-13,12,Sat,TRUE,FALSE,Downtown,1,Non-EV,Foggy,2.68,11.7,78.2,2.71,4.56,12.37,0.75,11.62,9.15,2.47,3.5
T02673,2024-01-10T14:40:59Z,2024-01-10,20,Wed,FALSE,TRUE,Suburb_South,3,EV,Stormy,9.27,33.4,61.9,2.32,16.68,38.7,1.11,37.59,29.85,7.74,4
T02674,2024-01-04T14:40:54Z,2024-01-04,20,Thu,FALSE,TRUE,Downtown,1,Non-EV,Clear,2.74,12.1,51.5,2.06,4.66,9.6,0.77,8.83,6.91,1.92,4.1
